run_id,run_short,timestamp,repo,instance_id,task_source,problem_statement_summary,problem_statement_preview,expected_agent_action,validation_expectation,base_commit,patch_expected,selected_test_count,selected_tests_preview,runtime,model,hint_profile
agentbench-20260603_150315,150315,20260603_150315,navidrome/navidrome,instance_navidrome__navidrome-b65e76293a917ee2dfc5d4b373b1c62e054d0dca,,"Events generated by user actions (for example: starring, rating, or playing) are being broadcast to all connected clients, including the window or client that originated the act...","Events generated by user actions (for example: starring, rating, or playing) are being broadcast to all connected clients, including the window or client that originated the action and sessions of other users. This ca...",modify routing/controller logic,no explicit validation command provided,5f6f74ff2dde934aae2f2def911506d8c4ba66e1,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
agentbench-20260603_150628,150628,20260603_150628,internetarchive/openlibrary,instance_internetarchive__openlibrary-25858f9f0c165df25742acf8309ce909773f0cdd-v13642507b4fc1f8d234172bf8129942da2c2ca26,,"Currently, Solr-related utility functions, configuration, and shared state are mixed directly into main modules like `openlibrary/solr/update_work.py`.","Currently, Solr-related utility functions, configuration, and shared state are mixed directly into main modules like `openlibrary/solr/update_work.py`. This creates tight coupling and cyclic import issues, making it d...",refactor code organization,no explicit validation command provided,322d7a46cdc965bfabbf9500e98fde098c9d95b2,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
agentbench-20260603_150713,150713,20260603_150713,element-hq/element-web,instance_element-hq__element-web-5dfde12c1c1c0b6e48f17e3405468593e39d9492-vnan,,"Sessions hygiene & Voice Broadcast reliability: prune stale client info, block offline start, and consistent chunk sequencing","Users are seeing multiple problems that affect sessions and voice broadcast: Stale session metadata, After signing out other sessions or when the device list changes, “client information” account-data for removed devi...",edit repo code,no explicit validation command provided,f97cef80aed8ee6011543f08bee8b1745a33a7db,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
agentbench-20260603_150846,150846,20260603_150846,unknown,,,,,edit repo code,no explicit validation command provided,,False,0,,unknown,,unknown
agentbench-20260603_151109,151109,20260603_151109,unknown,,,,,edit repo code,no explicit validation command provided,,False,0,,unknown,,unknown
agentbench-20260603_151214,151214,20260603_151214,unknown,,,,,edit repo code,no explicit validation command provided,,False,0,,unknown,,unknown
agentbench-20260603_151318,151318,20260603_151318,flipt-io/flipt,instance_flipt-io__flipt-3b2c25ee8a3ac247c3fad13ad8d64ace34ec8ee7,,OFREP Bulk Evaluation Fails When `flags` Context Key Is Missing,"I tried to use the OFREP client provider with flipt. The implementation of OFREP in flipt looks great, but there is one thing that does not fit how we intended the bulk evaluation endpoint to be used. When the request...",modify routing/controller logic,no explicit validation command provided,8d72418bf67cec833da7f59beeecb5abfd48cb05,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
agentbench-20260603_151402,151402,20260603_151402,NodeBB/NodeBB,instance_NodeBB__NodeBB-a5afad27e52fd336163063ba40dcadc80233ae10-vd59a5728dfc977f44533186ace531248c2917516,,Chat Allow/Deny List,Users who want to control who can send them direct messages must currently enable “Only allow chat messages from users I follow” and then curate their follow list. This coupling makes it cumbersome to simply block spe...,fix validation logic,no explicit validation command provided,7800016f2f1b89d2d3cfea6a7da7c77096b7b927,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
agentbench-20260603_151614,151614,20260603_151614,gravitational/teleport,instance_gravitational__teleport-eefac60a350930e5f295f94a2d55b94c1988c04e-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,,Lack of utility functions for extracting system metadata,Teleport should provide utility functions to programmatically retrieve system metadata from the Linux DMI interface (`/sys/class/dmi/id`) and from the `/etc/os-release` file. Functions should extract known fields from...,refactor code organization,no explicit validation command provided,eca1d01746c031f95e8df1ef3eea36d31416633d,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
agentbench-20260604_151332,151332,20260604_151332,NodeBB/NodeBB,instance_NodeBB__NodeBB-04998908ba6721d64eba79ae3b65a351dcfbc5b5-vnan,,Email Validation Status Not Handled Correctly in ACP and Confirmation Logic,"Email Validation Status Not Handled Correctly in ACP and Confirmation Logic The Admin Control Panel (ACP) does not accurately reflect the email validation status of users. Also, validation and confirmation processes r...",fix validation logic,no explicit validation command provided,1e137b07052bc3ea0da44ed201702c94055b8ad2,True,0,,upstream,Qwen/Qwen2.5-Coder-7B-Instruct,high-reuse
